"Ensembl","Gene_Symbols"
"ENSG00000187773","DIPK1C"
"ENSG00000100276","RASL10A"
"ENSG00000182575","NXPH3"
"ENSG00000034510","TMSB10"
"ENSG00000163395","IGFN1"
"ENSG00000136297","MMD2"
"ENSG00000181938","GINS3"
"ENSG00000197901","SLC22A6"
"ENSG00000204347","BTBD17"
"ENSG00000185950","IRS2"
"ENSG00000269893","SNHG8"
"ENSG00000159713","TPPP3"
"ENSG00000197921","HES5"
"ENSG00000062096","ARSF"
"ENSG00000188064","WNT7B"
"ENSG00000197168","NEK5"
"ENSG00000245532","NEAT1"
"ENSG00000067082","KLF6"
"ENSG00000232956","SNHG15"
"ENSG00000179088","C12orf42"
"ENSG00000204099","NEU4"
"ENSG00000133069","TMCC2"
"ENSG00000120162","MOB3B"
"ENSG00000147251","DOCK11"
"ENSG00000196739","COL27A1"
"ENSG00000197956","S100A6"
"ENSG00000112539","C6orf118"
"ENSG00000221869","CEBPD"
"ENSG00000178878","APOLD1"
"ENSG00000131981","LGALS3"
"ENSG00000113916","BCL6"
"ENSG00000198523","PLN"
"ENSG00000135926","TMBIM1"
"ENSG00000169242","EFNA1"
"ENSG00000188290","HES4"
"ENSG00000134222","PSRC1"
"ENSG00000134765","DSC1"
"ENSG00000230561","CCDC192"
"ENSG00000108551","RASD1"
"ENSG00000160183","TMPRSS3"
"ENSG00000116717","GADD45A"
"ENSG00000134755","DSC2"
"ENSG00000102362","SYTL4"
"ENSG00000188483","IER5L"
"ENSG00000089356","FXYD3"
"ENSG00000168994","PXDC1"
"ENSG00000139178","C1RL"
"ENSG00000163545","NUAK2"
"ENSG00000157110","RBPMS"
"ENSG00000142089","IFITM3"
"ENSG00000148154","UGCG"
"ENSG00000131724","IL13RA1"
"ENSG00000133742","CA1"
"ENSG00000127311","HELB"
"ENSG00000253438","PCAT1"
"ENSG00000128016","ZFP36"
"ENSG00000138798","EGF"
"ENSG00000073849","ST6GAL1"
"ENSG00000176046","NUPR1"
"ENSG00000026508","CD44"
"ENSG00000149131","SERPING1"
"ENSG00000187753","C9orf153"
"ENSG00000169902","TPST1"
"ENSG00000163145","C1QTNF7"
"ENSG00000105707","HPN"
"ENSG00000158270","COLEC12"
"ENSG00000215045","GRID2IP"
"ENSG00000184489","PTP4A3"
"ENSG00000163947","ARHGEF3"
"ENSG00000146233","CYP39A1"
"ENSG00000145623","OSMR"
"ENSG00000125733","TRIP10"
"ENSG00000160691","SHC1"
"ENSG00000173077","DEC1"
"ENSG00000104635","SLC39A14"
"ENSG00000159216","RUNX1"
"ENSG00000154529","CNTNAP3B"
"ENSG00000184557","SOCS3"
"ENSG00000130940","CASZ1"
"ENSG00000097046","CDC7"
"ENSG00000198743","SLC5A3"
"ENSG00000146112","PPP1R18"
"ENSG00000188313","PLSCR1"
"ENSG00000020577","SAMD4A"
"ENSG00000215277","RNF212B"
"ENSG00000149658","YTHDF1"
"ENSG00000142733","MAP3K6"
"ENSG00000118985","ELL2"
"ENSG00000165507","DEPP1"
"ENSG00000154127","UBASH3B"
"ENSG00000291237","SOD2"
"ENSG00000183196","CHST6"
"ENSG00000159403","C1R"
"ENSG00000177706","FAM20C"
"ENSG00000162645","GBP2"
"ENSG00000113231","PDE8B"
"ENSG00000139117","CPNE8"
"ENSG00000106100","NOD1"
"ENSG00000196136","SERPINA3"
"ENSG00000115594","IL1R1"
"ENSG00000254166","CASC19"
"ENSG00000104419","NDRG1"
"ENSG00000128274","A4GALT"
"ENSG00000221963","APOL6"
"ENSG00000041982","TNC"
"ENSG00000131378","RFTN1"
"ENSG00000005059","MCUB"
"ENSG00000117228","GBP1"
"ENSG00000117226","GBP3"
"ENSG00000159733","ZFYVE28"
"ENSG00000124762","CDKN1A"
"ENSG00000186451","SPATA12"
"ENSG00000164687","FABP5"
"ENSG00000065675","PRKCQ"
"ENSG00000086544","ITPKC"
"ENSG00000117643","MAN1C1"
"ENSG00000113368","LMNB1"
"ENSG00000184500","PROS1"
"ENSG00000234828","IQCM"
"ENSG00000169504","CLIC4"
"ENSG00000060138","YBX3"
"ENSG00000135245","HILPDA"
"ENSG00000103175","WFDC1"
"ENSG00000177106","EPS8L2"
"ENSG00000175318","GRAMD2A"
"ENSG00000184731","FAM110C"
"ENSG00000127528","KLF2"
"ENSG00000174226","SNX31"
"ENSG00000162598","C1orf87"
"ENSG00000165030","NFIL3"
"ENSG00000115963","RND3"
"ENSG00000182718","ANXA2"
"ENSG00000090339","ICAM1"
"ENSG00000167772","ANGPTL4"
"ENSG00000179583","CIITA"
"ENSG00000133048","CHI3L1"
"ENSG00000185201","IFITM2"
"ENSG00000154734","ADAMTS1"
"ENSG00000167858","TEKT1"
"ENSG00000135046","ANXA1"
"ENSG00000196083","IL1RAP"
"ENSG00000187479","C11orf96"
"ENSG00000174946","GPR171"
"ENSG00000132561","MATN2"
"ENSG00000121005","CRISPLD1"
"ENSG00000188766","SPRED3"
"ENSG00000125355","TMEM255A"
"ENSG00000142627","EPHA2"
"ENSG00000107796","ACTA2"
"ENSG00000125430","HS3ST3B1"
"ENSG00000147234","FRMPD3"
"ENSG00000113369","ARRDC3"
"ENSG00000177076","ACER2"
"ENSG00000163565","IFI16"
"ENSG00000187889","FYB2"
"ENSG00000204388","HSPA1B"
"ENSG00000152049","KCNE4"
"ENSG00000137573","SULF1"
"ENSG00000165966","PDZRN4"
"ENSG00000075426","FOSL2"
"ENSG00000108691","CCL2"
"ENSG00000163431","LMOD1"
"ENSG00000205403","CFI"
"ENSG00000162493","PDPN"
"ENSG00000187498","COL4A1"
"ENSG00000106211","HSPB1"
"ENSG00000134817","APLNR"
"ENSG00000047457","CP"
"ENSG00000198342","ZNF442"
"ENSG00000105835","NAMPT"
"ENSG00000204389","HSPA1A"
"ENSG00000099860","GADD45B"
"ENSG00000132274","TRIM22"
"ENSG00000140105","WARS"
"ENSG00000100626","GALNT16"
"ENSG00000180914","OXTR"
"ENSG00000197747","S100A10"
"ENSG00000261645","DISC1FP1"
"ENSG00000143333","RGS16"
"ENSG00000148926","ADM"
"ENSG00000138670","RASGEF1B"
