"Ensembl","Gene_Symbols"
"ENSG00000065154","OAT"
"ENSG00000187773","DIPK1C"
"ENSG00000075240","GRAMD4"
"ENSG00000125462","C1orf61"
"ENSG00000135912","TTLL4"
"ENSG00000173334","TRIB1"
"ENSG00000144057","ST6GAL2"
"ENSG00000128578","STRIP2"
"ENSG00000136297","MMD2"
"ENSG00000149090","PAMR1"
"ENSG00000119787","ATL2"
"ENSG00000162105","SHANK2"
"ENSG00000181938","GINS3"
"ENSG00000100360","IFT27"
"ENSG00000148498","PARD3"
"ENSG00000156510","HKDC1"
"ENSG00000185942","NKAIN3"
"ENSG00000154319","FAM167A"
"ENSG00000151834","GABRA2"
"ENSG00000160781","PAQR6"
"ENSG00000058668","ATP2B4"
"ENSG00000112425","EPM2A"
"ENSG00000165626","BEND7"
"ENSG00000164398","ACSL6"
"ENSG00000146122","DAAM2"
"ENSG00000198797","BRINP2"
"ENSG00000062096","ARSF"
"ENSG00000197921","HES5"
"ENSG00000128699","ORMDL1"
"ENSG00000068078","FGFR3"
"ENSG00000179761","PIPOX"
"ENSG00000274956","NKAIN3-IT1"
"ENSG00000169710","FASN"
"ENSG00000151474","FRMD4A"
"ENSG00000240230","COX19"
"ENSG00000140859","KIFC3"
"ENSG00000188290","HES4"
"ENSG00000100276","RASL10A"
"ENSG00000176749","CDK5R1"
"ENSG00000099622","CIRBP"
"ENSG00000103995","CEP152"
"ENSG00000109576","AADAT"
"ENSG00000179088","C12orf42"
"ENSG00000069869","NEDD4"
"ENSG00000168309","FAM107A"
"ENSG00000183943","PRKX"
"ENSG00000117152","RGS4"
"ENSG00000070950","RAD18"
"ENSG00000204128","C2orf72"
"ENSG00000197901","SLC22A6"
"ENSG00000185950","IRS2"
"ENSG00000177432","NAP1L5"
"ENSG00000011405","PIK3C2A"
"ENSG00000171617","ENC1"
"ENSG00000132639","SNAP25"
"ENSG00000070087","PFN2"
"ENSG00000170027","YWHAG"
"ENSG00000146856","AGBL3"
"ENSG00000167992","VWCE"
"ENSG00000088926","F11"
"ENSG00000196189","SEMA4A"
"ENSG00000186998","EMID1"
"ENSG00000165186","PTCHD1"
"ENSG00000165023","DIRAS2"
"ENSG00000067082","KLF6"
"ENSG00000139155","SLCO1C1"
"ENSG00000163032","VSNL1"
"ENSG00000162817","C1orf115"
"ENSG00000063015","SEZ6"
"ENSG00000130529","TRPM4"
"ENSG00000196739","COL27A1"
"ENSG00000162882","HAAO"
"ENSG00000163395","IGFN1"
"ENSG00000100592","DAAM1"
"ENSG00000065923","SLC9A7"
"ENSG00000172748","ZNF596"
"ENSG00000154928","EPHB1"
"ENSG00000249715","FER1L5"
"ENSG00000213760","ATP6V1G2"
"ENSG00000164761","TNFRSF11B"
"ENSG00000175426","PCSK1"
"ENSG00000152495","CAMK4"
"ENSG00000181418","DDN"
"ENSG00000196678","ERI2"
"ENSG00000091844","RGS17"
"ENSG00000245532","NEAT1"
"ENSG00000106003","LFNG"
"ENSG00000158186","MRAS"
"ENSG00000111670","GNPTAB"
"ENSG00000198246","SLC29A3"
"ENSG00000128245","YWHAH"
"ENSG00000169047","IRS1"
"ENSG00000132669","RIN2"
"ENSG00000085063","CD59"
"ENSG00000230561","CCDC192"
"ENSG00000127472","PLA2G5"
"ENSG00000147676","MAL2"
"ENSG00000135423","GLS2"
"ENSG00000167553","TUBA1C"
"ENSG00000131196","NFATC1"
"ENSG00000033122","LRRC7"
"ENSG00000144857","BOC"
"ENSG00000107736","CDH23"
"ENSG00000149177","PTPRJ"
"ENSG00000185875","THNSL1"
"ENSG00000102317","RBM3"
"ENSG00000147255","IGSF1"
"ENSG00000110436","SLC1A2"
"ENSG00000078596","ITM2A"
"ENSG00000146374","RSPO3"
"ENSG00000056736","IL17RB"
"ENSG00000151466","SCLT1"
"ENSG00000054803","CBLN4"
"ENSG00000055955","ITIH4"
"ENSG00000124785","NRN1"
"ENSG00000112902","SEMA5A"
"ENSG00000138496","PARP9"
"ENSG00000112773","TENT5A"
"ENSG00000147119","CHST7"
"ENSG00000148411","NACC2"
"ENSG00000260260","SNHG19"
"ENSG00000181804","SLC9A9"
"ENSG00000025423","HSD17B6"
"ENSG00000188385","JAKMIP3"
"ENSG00000259104","PTCSC3"
"ENSG00000137962","ARHGAP29"
"ENSG00000147421","HMBOX1"
"ENSG00000170365","SMAD1"
"ENSG00000168916","ZNF608"
"ENSG00000182050","MGAT4C"
"ENSG00000158683","PKD1L1"
"ENSG00000179673","RPRML"
"ENSG00000016391","CHDH"
"ENSG00000102547","CAB39L"
"ENSG00000153790","C7orf31"
"ENSG00000186665","C17orf58"
"ENSG00000172530","BANP"
"ENSG00000128564","VGF"
"ENSG00000109458","GAB1"
"ENSG00000205363","INSYN1"
"ENSG00000150510","FAM124A"
"ENSG00000130208","APOC1"
"ENSG00000115738","ID2"
"ENSG00000080546","SESN1"
"ENSG00000168356","SCN11A"
"ENSG00000135318","NT5E"
"ENSG00000183978","COA3"
"ENSG00000113916","BCL6"
"ENSG00000118407","FILIP1"
"ENSG00000078804","TP53INP2"
"ENSG00000010282","HHATL"
"ENSG00000131748","STARD3"
"ENSG00000174827","PDZK1"
"ENSG00000231290","APCDD1L-DT"
"ENSG00000112539","C6orf118"
"ENSG00000116815","CD58"
"ENSG00000125434","SLC25A35"
"ENSG00000143819","EPHX1"
"ENSG00000176204","LRRTM4"
"ENSG00000117479","SLC19A2"
"ENSG00000110002","VWA5A"
"ENSG00000179388","EGR3"
"ENSG00000053438","NNAT"
"ENSG00000227954","TARID"
"ENSG00000251562","MALAT1"
"ENSG00000157617","C2CD2"
"ENSG00000178878","APOLD1"
"ENSG00000182508","LHFPL1"
"ENSG00000176697","BDNF"
"ENSG00000176920","FUT2"
"ENSG00000179041","RRS1"
"ENSG00000114115","RBP1"
"ENSG00000159713","TPPP3"
"ENSG00000182324","KCNJ14"
"ENSG00000196368","NUDT11"
"ENSG00000101347","SAMHD1"
"ENSG00000198822","GRM3"
"ENSG00000166046","TCP11L2"
"ENSG00000079931","MOXD1"
"ENSG00000181619","GPR135"
"ENSG00000176046","NUPR1"
"ENSG00000132874","SLC14A2"
"ENSG00000124467","PSG8"
"ENSG00000112851","ERBIN"
"ENSG00000269964","MEI4"
"ENSG00000169282","KCNAB1"
"ENSG00000133195","SLC39A11"
"ENSG00000171759","PAH"
"ENSG00000198915","RASGEF1A"
"ENSG00000182916","TCEAL7"
"ENSG00000264522","OTUD7B"
"ENSG00000204956","PCDHGA1"
"ENSG00000167747","C19orf48"
"ENSG00000187950","OVCH1"
"ENSG00000055208","TAB2"
"ENSG00000198873","GRK5"
"ENSG00000167972","ABCA3"
"ENSG00000183684","ALYREF"
"ENSG00000164037","SLC9B1"
"ENSG00000005421","PON1"
"ENSG00000168884","TNIP2"
"ENSG00000004468","CD38"
"ENSG00000147799","ARHGAP39"
"ENSG00000188738","FSIP2"
"ENSG00000146278","PNRC1"
"ENSG00000106397","PLOD3"
"ENSG00000132199","ENOSF1"
"ENSG00000168487","BMP1"
"ENSG00000255794","RMST"
"ENSG00000183150","GPR19"
"ENSG00000261701","HPR"
"ENSG00000163638","ADAMTS9"
"ENSG00000140443","IGF1R"
"ENSG00000169758","TMEM266"
"ENSG00000137558","PI15"
"ENSG00000164344","KLKB1"
"ENSG00000184371","CSF1"
"ENSG00000166091","CMTM5"
"ENSG00000134809","TIMM10"
"ENSG00000198429","ZNF69"
"ENSG00000164112","TMEM155"
"ENSG00000034510","TMSB10"
"ENSG00000197728","RPS26"
"ENSG00000247746","USP51"
"ENSG00000174136","RGMB"
"ENSG00000198944","SOWAHA"
"ENSG00000197168","NEK5"
"ENSG00000239474","KLHL41"
"ENSG00000129116","PALLD"
"ENSG00000215277","RNF212B"
"ENSG00000064270","ATP2C2"
"ENSG00000182600","SNORC"
"ENSG00000168830","HTR1E"
"ENSG00000198435","NRARP"
"ENSG00000187244","BCAM"
"ENSG00000123836","PFKFB2"
"ENSG00000106714","CNTNAP3"
"ENSG00000144485","HES6"
"ENSG00000123500","COL10A1"
"ENSG00000171385","KCND3"
"ENSG00000107738","VSIR"
"ENSG00000163888","CAMK2N2"
"ENSG00000108375","RNF43"
"ENSG00000150782","IL18"
"ENSG00000157168","NRG1"
"ENSG00000166250","CLMP"
"ENSG00000164600","NEUROD6"
"ENSG00000198522","GPN1"
"ENSG00000182575","NXPH3"
"ENSG00000150551","LYPD1"
"ENSG00000180573","HIST1H2AC"
"ENSG00000131951","LRRC9"
"ENSG00000121380","BCL2L14"
"ENSG00000163545","NUAK2"
"ENSG00000139278","GLIPR1"
"ENSG00000109927","TECTA"
"ENSG00000234690","EPCAM-DT"
"ENSG00000143315","PIGM"
"ENSG00000151952","TMEM132D"
"ENSG00000116147","TNR"
"ENSG00000278175","GLIDR"
"ENSG00000164743","C8orf48"
"ENSG00000160741","CRTC2"
"ENSG00000081181","ARG2"
"ENSG00000121270","ABCC11"
"ENSG00000168994","PXDC1"
"ENSG00000154269","ENPP3"
"ENSG00000196553","CCDC196"
"ENSG00000186907","RTN4RL2"
"ENSG00000156804","FBXO32"
"ENSG00000180116","C12orf40"
"ENSG00000186577","SMIM29"
"ENSG00000120162","MOB3B"
"ENSG00000105707","HPN"
"ENSG00000155657","TTN"
"ENSG00000089356","FXYD3"
"ENSG00000119715","ESRRB"
"ENSG00000111728","ST8SIA1"
"ENSG00000164188","RANBP3L"
"ENSG00000160345","C9orf116"
"ENSG00000141434","MEP1B"
"ENSG00000184515","BEX5"
"ENSG00000041982","TNC"
"ENSG00000126878","AIF1L"
"ENSG00000185306","C12orf56"
"ENSG00000164326","CARTPT"
"ENSG00000130702","LAMA5"
"ENSG00000140853","NLRC5"
"ENSG00000013563","DNASE1L1"
"ENSG00000154102","C16orf74"
"ENSG00000138346","DNA2"
"ENSG00000164946","FREM1"
"ENSG00000271303","SRXN1"
"ENSG00000242125","SNHG3"
"ENSG00000138798","EGF"
"ENSG00000034677","RNF19A"
"ENSG00000125733","TRIP10"
"ENSG00000229152","ANKRD10-IT1"
"ENSG00000100038","TOP3B"
"ENSG00000283378","CNTNAP3C"
"ENSG00000096060","FKBP5"
"ENSG00000253649","PRSS51"
"ENSG00000214226","C17orf67"
"ENSG00000223442","TH2LCRR"
"ENSG00000064989","CALCRL"
"ENSG00000136404","TM6SF1"
"ENSG00000146859","TMEM140"
"ENSG00000197360","ZNF98"
"ENSG00000137959","IFI44L"
"ENSG00000156453","PCDH1"
"ENSG00000243477","NAA80"
"ENSG00000185262","UBALD2"
"ENSG00000137767","SQOR"
"ENSG00000149948","HMGA2"
"ENSG00000077935","SMC1B"
"ENSG00000129521","EGLN3"
"ENSG00000166359","WDR88"
"ENSG00000019991","HGF"
"ENSG00000146233","CYP39A1"
"ENSG00000134253","TRIM45"
"ENSG00000178722","C5orf64"
"ENSG00000110422","HIPK3"
"ENSG00000171951","SCG2"
"ENSG00000162733","DDR2"
"ENSG00000133069","TMCC2"
"ENSG00000170537","TMC7"
"ENSG00000155749","FLACC1"
"ENSG00000230426","ERVMER61-1"
"ENSG00000151136","BTBD11"
"ENSG00000134765","DSC1"
"ENSG00000010278","CD9"
"ENSG00000142227","EMP3"
"ENSG00000197256","KANK2"
"ENSG00000172115","CYCS"
"ENSG00000198680","TUSC1"
"ENSG00000116962","NID1"
"ENSG00000143850","PLEKHA6"
"ENSG00000157110","RBPMS"
"ENSG00000166896","ATP23"
"ENSG00000177076","ACER2"
"ENSG00000115183","TANC1"
"ENSG00000158106","RHPN1"
"ENSG00000187135","VSTM2B"
"ENSG00000198010","DLGAP2"
"ENSG00000256223","ZNF10"
"ENSG00000174721","FGFBP3"
"ENSG00000101204","CHRNA4"
"ENSG00000188064","WNT7B"
"ENSG00000198523","PLN"
"ENSG00000157240","FZD1"
"ENSG00000013364","MVP"
"ENSG00000114315","HES1"
"ENSG00000117425","PTCH2"
"ENSG00000139351","SYCP3"
"ENSG00000148841","ITPRIP"
"ENSG00000189143","CLDN4"
"ENSG00000135899","SP110"
"ENSG00000116852","KIF21B"
"ENSG00000183765","CHEK2"
"ENSG00000137965","IFI44"
"ENSG00000267710","EDDM13"
"ENSG00000144821","MYH15"
"ENSG00000108984","MAP2K6"
"ENSG00000159905","ZNF221"
"ENSG00000119862","LGALSL"
"ENSG00000249992","TMEM158"
"ENSG00000162063","CCNF"
"ENSG00000182253","SYNM"
"ENSG00000160183","TMPRSS3"
"ENSG00000156076","WIF1"
"ENSG00000125850","OVOL2"
"ENSG00000171608","PIK3CD"
"ENSG00000197948","FCHSD1"
"ENSG00000105852","PON3"
"ENSG00000183963","SMTN"
"ENSG00000074621","SLC24A1"
"ENSG00000184489","PTP4A3"
"ENSG00000254122","PCDHGB7"
"ENSG00000114698","PLSCR4"
"ENSG00000130309","COLGALT1"
"ENSG00000032444","PNPLA6"
"ENSG00000198547","C20orf203"
"ENSG00000198743","SLC5A3"
"ENSG00000204228","HSD17B8"
"ENSG00000170703","TTLL6"
"ENSG00000108599","AKAP10"
"ENSG00000185040","SPDYE16"
"ENSG00000169181","GSG1L"
"ENSG00000157657","ZNF618"
"ENSG00000159403","C1R"
"ENSG00000114113","RBP2"
"ENSG00000102362","SYTL4"
"ENSG00000214530","STARD10"
"ENSG00000173698","ADGRG2"
"ENSG00000079385","CEACAM1"
"ENSG00000112679","DUSP22"
"ENSG00000149451","ADAM33"
"ENSG00000229656","ITGB1-DT"
"ENSG00000240065","PSMB9"
"ENSG00000174945","AMZ1"
"ENSG00000002586","CD99"
"ENSG00000151929","BAG3"
"ENSG00000242094","FOXP1-IT1"
"ENSG00000155254","MARVELD1"
"ENSG00000091664","SLC17A6"
"ENSG00000149503","INCENP"
"ENSG00000054967","RELT"
"ENSG00000052126","PLEKHA5"
"ENSG00000104147","OIP5"
"ENSG00000005187","ACSM3"
"ENSG00000112715","VEGFA"
"ENSG00000136999","CCN3"
"ENSG00000143194","MAEL"
"ENSG00000243927","MRPS6"
"ENSG00000099840","IZUMO4"
"ENSG00000130940","CASZ1"
"ENSG00000196924","FLNA"
"ENSG00000158270","COLEC12"
"ENSG00000158406","HIST1H4H"
"ENSG00000173077","DEC1"
"ENSG00000073849","ST6GAL1"
"ENSG00000108684","ASIC2"
"ENSG00000106633","GCK"
"ENSG00000137094","DNAJB5"
"ENSG00000131095","GFAP"
"ENSG00000146376","ARHGAP18"
"ENSG00000065675","PRKCQ"
"ENSG00000183010","PYCR1"
"ENSG00000054654","SYNE2"
"ENSG00000183196","CHST6"
"ENSG00000131233","GJA9"
"ENSG00000205730","ITPRIPL2"
"ENSG00000160410","SHKBP1"
"ENSG00000125753","VASP"
"ENSG00000168874","ATOH8"
"ENSG00000153976","HS3ST3A1"
"ENSG00000124701","APOBEC2"
"ENSG00000198355","PIM3"
"ENSG00000197956","S100A6"
"ENSG00000159110","IFNAR2"
"ENSG00000152137","HSPB8"
"ENSG00000135926","TMBIM1"
"ENSG00000177697","CD151"
"ENSG00000187753","C9orf153"
"ENSG00000182118","FAM89A"
"ENSG00000189377","CXCL17"
"ENSG00000172216","CEBPB"
"ENSG00000105245","NUMBL"
"ENSG00000119688","ABCD4"
"ENSG00000127311","HELB"
"ENSG00000137198","GMPR"
"ENSG00000141433","ADCYAP1"
"ENSG00000144802","NFKBIZ"
"ENSG00000100490","CDKL1"
"ENSG00000072818","ACAP1"
"ENSG00000154127","UBASH3B"
"ENSG00000166862","CACNG2"
"ENSG00000165996","HACD1"
"ENSG00000134294","SLC38A2"
"ENSG00000204131","NHSL2"
"ENSG00000108839","ALOX12"
"ENSG00000134070","IRAK2"
