GENE_SYMBOLS,refseq_ids
C1QA,NM_001347465
CDC14A,NM_001319210
HAO2,NM_001005783
S100A11,NM_005620
FCGR3A,NM_000569
PRELP,NM_002725
WDR64,NM_001367482
SNTG2,NM_018968
SMYD1,NM_001330364
ZAP70,NM_001079
THSD7B,NM_001080427
FAP,NM_001291807
AOX1,NM_001159
TLR9,NM_017442
MITF,NM_000248
SAMMSON,NR_110000
HHLA2,NM_001282556
TEX55,NM_152539
ANXA3,NM_005139
FOXF2,NM_001452
DSP,NM_001008844
STMND1,NM_001190766
SCGN,NM_006998
HIST1H3E,NA
CLIC1,NM_001287593
NFKBIE,NM_004556
TPBG,NM_001166392
CDCA7L,NM_001127370
FRMPD1,NM_001371223
RASEF,NM_152573
CTSV,NM_001201575
RPP38-DT,NM_153244
ITGA8,NM_001291494
SRGN,NM_001321053
RGR,NM_001012720
HPSE2,NM_001166244
IFITM2,NM_006435
IFITM3,NM_021034
MMP26,NM_001384608
LDHC,NM_002301
EHF,NM_001206615
MS4A6A,NM_001247999
HEPHL1,NM_001098672
PCED1B,NM_001281429
SKA3,NM_001166017
FRMD6,NM_001042481
SYNDIG1L,NM_001105579
GJD2,NM_020660
C15orf62,NM_001130448
GCOM1,NM_001018090
DAPK2,NM_001363730
CTXND1,NM_001352888
CLDN9,NM_020982
EMP2,NM_001424
HSD11B2,NM_000196
PMFBP1,NM_001160213
TRARG1,NM_172367
PIEZO2,NM_001378183
CCDC178,NM_001105528
HCK,NM_001172129
SLC5A3,NM_006933
NEFH,NM_021076
SEC14L4,NM_001161368
BIK,NM_001197
PHKA1,NM_001122670
