GENE_SYMBOLS,refseq_ids
COX7A1,NM_001864
SELENOH,NM_001321335
ATOX1,NM_004045
CRH,NM_000756
RPL41,NM_001035267
TMEM141,NM_032928
ANAPC15,NM_001278485
ANKRD65,NM_001145210
RPS27,NM_001030
FCGR3A,NM_000569
BOLA3,NM_001035505
COPS9,NM_001163424
TMA7,NM_001329417
RPL29,NM_000992
NCBP2AS2,NM_001355243
RPL34,NM_000995
SNHG8,NR_003584
MRPL36,NM_032479
NDUFS6,NM_004553
RPS14,NM_001025070
LSM2,NM_021177
DNPH1,NM_006443
NUDT1,NM_001367553
TOMM7,NM_019059
POLR2K,NM_005034
CHCHD1,NM_203298
FAU,NM_001997
TIMM8B,NM_012459
HBQ1,NM_005331
OXLD1,NM_001039842
CENPX,NM_001271006
C18orf32,NM_001035005
LSM7,NM_016199
C19orf53,NM_014047
SDHAF1,NM_001042631
POLR2I,NM_006233
TMEM160,NM_017854
PET117,NM_001164811
DDT,NM_001084392
RPS19BP1,NM_194326
RPL39,NM_001000
MORN2,NM_001145450
UQCRQ,NM_014402
RPS15A,NM_001019
COX7A2,NM_001366292
BEX5,NM_001012978
COX17,NM_001382002
RPL35A,NM_000996
SELENOW,NM_003009
RPS21,NM_001024
RPL36A,NM_001199972
WDR64,NM_001367482
LSM10,NM_032881
S100A11,NM_005620
FNDC4,NM_022823
RPS27A,NM_001135592
TMSB10,NM_021103
HEIH,NR_045680
RPS10,NM_001014
SNHG15,NR_003697
NDUFB2,NM_004546
BAG1,NM_001172415
RPLP2,NM_001004
CAVIN3,NM_145040
RPS13,NM_001017
MRPL51,NM_016497
RPL21,NM_000982
RPS29,NM_001030001
SNRNP25,NM_024571
ANTKMT,NM_001271285
EMC6,NM_001014764
RPS28,NM_001031
RANBP1,NM_001278639
RPL10,NM_001256577
LSM3,NM_014463
SEC61B,NM_006808
RPL12,NM_000976
RPL18A,NM_000980
UQCR10,NM_001003684
RPL11,NM_000975
IFI27L2,NM_032036
PLEKHJ1,NM_001300836
ATP5MPL,NA
CTSV,NM_001201575
UQCRH,NM_001297565
POMC,NM_000939
MZT2B,NM_001330282
RPL32,NM_000994
FIS1,NM_016068
HINT2,NM_032593
TOMM5,NM_001001790
RPL35,NM_007209
UBXN1,NM_001286077
COX14,NM_001257133
POMP,NM_015932
RPL36AL,NM_001001
GCHFR,NM_005258
SNAPC5,NM_001329613
HDDC3,NM_001286451
RPL9,NM_000661
RPS3A,NM_001006
CHCHD5,NM_001304353
FDX2,NM_001031734
TRIAP1,NM_016399
UQCRFS1,NM_006003
NRN1,NM_001278710
RHOV,NM_133639
RPL26,NM_000987
UQCRB,NM_001199975
RPL30,NM_000989
ATP5MD,NA
C12orf57,NM_001301834
NDUFA7,NM_005001
NDUFA6,NM_002490
TIMM13,NM_012458
ABRACL,NM_021243
MRPS24,NM_032014
FRMPD2,NM_001017929
PSMB10,NM_002801
RNASEK,NM_001004333
NDUFAF8,NM_001086521
NDUFA13,NM_015965
ATP5F1E,NM_006886
NDUFA1,NM_004541
RPS12,NM_001016
ATP5IF1,NM_016311
BRK1,NM_018462
TMEM251,NA
NHLRC1,NM_198586
FAM174C,NM_017914
RPS15,NM_001018
NDUFB3,NM_001257102
COX7C,NM_001867
SPCS1,NM_014041
RPL17,NM_000985
SMDT1,NM_033318
TMEM258,NM_014206
EEF1B2,NM_001037663
RPL22L1,NM_001099645
TIMM10,NM_012456
RPLP1,NM_001003
RILP,NM_031430
PSMB6,NM_001270481
SNHG29,NM_152350
MRPL40,NM_001318151
TCEAL8,NM_001006684
MICOS10,NM_001032363
RPL37A,NM_000998
SRGN,NM_001321053
POLD4,NM_001256870
PFDN5,NM_002624
UBL5,NM_001048241
COX4I1,NM_001318786
UQCR11,NM_006830
RPS19,NM_001022
